Register_Number,Paper_Code,Total_Score,Q001_Status,Q002_Status,Q003_Status,Q004_Status,Q005_Status,Q006_Status,Q007_Status,Q008_Status,Q009_Status,Q010_Status,Q011_Status,Q012_Status,Q013_Status,Q014_Status,Q015_Status,Q016_Status,Q017_Status,Q018_Status,Q019_Status,Q020_Status,Q021_Status,Q022_Status,Q023_Status,Q024_Status,Q025_Status,Q026_Status,Q027_Status,Q028_Status,Q029_Status,Q030_Status,Q031_Status,Q032_Status,Q033_Status,Q034_Status,Q035_Status,Q036_Status,Q037_Status,Q038_Status,Q039_Status,Q040_Status,Q041_Status,Q042_Status,Q043_Status,Q044_Status,Q045_Status,Q046_Status,Q047_Status,Q048_Status,Q049_Status,Q050_Status,Q051_Status,Q052_Status,Q053_Status,Q054_Status,Q055_Status,Q056_Status,Q057_Status,Q058_Status,Q059_Status,Q060_Status,Q061_Status,Q062_Status,Q063_Status,Q064_Status,Q065_Status,Q066_Status,Q067_Status,Q068_Status,Q069_Status,Q070_Status,Q071_Status,Q072_Status,Q073_Status,Q074_Status,Q075_Status,Q076_Status,Q077_Status,Q078_Status,Q079_Status,Q080_Status,Q081_Status,Q082_Status,Q083_Status,Q084_Status,Q085_Status,Q086_Status,Q087_Status,Q088_Status,Q089_Status,Q090_Status,Q091_Status,Q092_Status,Q093_Status,Q094_Status,Q095_Status,Q096_Status,Q097_Status,Q098_Status,Q099_Status,Q100_Status,Rank_Range
246171124,C1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Grace,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,10371-11408
208171336,D1,37,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,10371-11408
250171119,C1,37,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,10371-11408
237171207,C1,37,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,10371-11408
242171440,C1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,10371-11408
209171636,D1,37,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,10371-11408
259171229,A1,37,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,10371-11408
211171021,A1,37,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Grace,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,10371-11408
240171192,D1,37,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,10371-11408
214171421,A1,37,Blank,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Blank,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Blank,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Blank,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Blank,Right,Blank,Wrong,Right,Blank,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,10371-11408
213171230,B1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,10371-11408
240171227,C1,37,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,10371-11408
217171145,A1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Wrong,10371-11408
216171412,D1,37,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,10371-11408
219171106,B1,37,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Grace,Right,Right,Wrong,Grace,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,10371-11408
260171183,C1,37,Wrong,Wrong,Wrong,Wrong,Blank,Right,Wrong,Wrong,Wrong,Right,Right,Blank,Blank,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Blank,Right,Right,Wrong,Blank,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,10371-11408
314282514,C1,37,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,10371-11408
262171208,D1,37,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Grace,Right,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,10371-11408
255171402,B1,37,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Grace,Wrong,10371-11408
244171330,B1,37,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Right,10371-11408
241171258,B1,37,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Blank,Wrong,Blank,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Blank,Blank,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Blank,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Blank,Blank,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Blank,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Grace,Right,10371-11408
215171321,A1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,10371-11408
214171337,A1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Wrong,10371-11408
210171339,C1,37,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Right,Right,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,10371-11408
204171062,C1,37,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,10371-11408
231171271,C1,37,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Grace,Wrong,Wrong,Right,Grace,Wrong,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Grace,Right,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,10371-11408
232171373,A1,37,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Blank,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Blank,Blank,Right,Blank,Right,Right,Wrong,Wrong,Wrong,Right,Right,Right,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Grace,Right,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,10371-11408
217171054,B1,37,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Right,Wrong,Grace,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Grace,Wrong,10371-11408
242171093,D1,37,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Wrong,Wrong,Wrong,Grace,Wrong,Wrong,Wrong,Grace,Wrong,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Grace,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Right,Right,Right,Wrong,Wrong,Wrong,Wrong,Wrong,10371-11408
